tool_id,tool_name,vendor_name,tool_type,monthly_cost,active_status
417,Perplexity Platform 417,Databricks,Workflow Automation,10200.64,Active
418,Notion Platform 418,Zendesk,Sales Intelligence,3153.63,Active
419,Salesforce Platform 419,Microsoft,Analytics,19051.06,Retired
420,UiPath Platform 420,Notion,Documentation,550.96,Under Review
421,Perplexity Platform 421,Notion,Analytics,15917.50,Active
422,Snowflake Platform 422,OpenAI,Workflow Automation,24642.01,Under Review
423,UiPath Platform 423,Databricks,Sales Intelligence,8202.99,Active
424,Miro Platform 424,Adobe,Analytics,22302.93,Pilot
425,Power BI Platform 425,Microsoft,Sales Intelligence,4568.51,Active
426,Databricks Platform 426,Adobe,Content Generation,5786.37,Active
427,Slack Platform 427,Notion,Workflow Automation,17865.85,Active
428,Notion Platform 428,Salesforce,Documentation,9818.26,Active
429,Zapier Platform 429,Zendesk,Workflow Automation,10188.93,Active
430,Claude Platform 430,Notion,Documentation,2084.36,Under Review
431,Slack Platform 431,Salesforce,Sales Intelligence,3711.01,Pilot
432,Snowflake Platform 432,Atlassian,LLM Assistant,3520.43,Pilot
433,Vertex Platform 433,Anthropic,Analytics,13658.12,Under Review
434,ChatGPT Platform 434,Google,Help Desk AI,7608.47,Retired
435,Notion Platform 435,Atlassian,Content Generation,6169.54,Retired
436,Watson Platform 436,Adobe,Documentation,5502.14,Under Review
437,ChatGPT Platform 437,Atlassian,Workflow Automation,3826.19,Active
438,Tableau Platform 438,Zendesk,Content Generation,24576.33,Active
439,Power BI Platform 439,Snowflake,Workflow Automation,15905.96,Retired
440,Watson Platform 440,Zendesk,Documentation,18226.50,Pilot
441,Slack Platform 441,UiPath,Content Generation,16644.73,Under Review
442,Tableau Platform 442,Microsoft,Forecasting,893.13,Retired
443,Perplexity Platform 443,OpenAI,Workflow Automation,1905.68,Retired
444,Databricks Platform 444,Meta,LLM Assistant,14432.48,Retired
445,Gemini Platform 445,Microsoft,Content Generation,8318.62,Pilot
446,Salesforce Platform 446,Salesforce,Forecasting,8835.99,Pilot
447,Databricks Platform 447,IBM,Documentation,23349.78,Active
448,Perplexity Platform 448,Meta,Analytics,6382.99,Pilot
449,Salesforce Platform 449,Microsoft,Analytics,13349.04,Pilot
450,Tableau Platform 450,Zendesk,LLM Assistant,20400.20,Active
451,Snowflake Platform 451,Zendesk,Help Desk AI,23142.63,Pilot
452,Salesforce Platform 452,Atlassian,Content Generation,15902.06,Under Review
453,Copilot Platform 453,Salesforce,Forecasting,9022.36,Retired
454,Databricks Platform 454,IBM,Sales Intelligence,1758.18,Active
455,Copilot Platform 455,Snowflake,Sales Intelligence,7146.29,Retired
456,Miro Platform 456,Microsoft,Content Generation,6256.25,Under Review
457,Zendesk Platform 457,Atlassian,Help Desk AI,3854.10,Active
458,UiPath Platform 458,UiPath,Analytics,11053.36,Retired
459,Zapier Platform 459,Anthropic,Sales Intelligence,8007.65,Pilot
460,Zapier Platform 460,Zendesk,Forecasting,3685.13,Active
461,Copilot Platform 461,Meta,Workflow Automation,6521.70,Active
462,Vertex Platform 462,Anthropic,Sales Intelligence,10078.73,Pilot
463,UiPath Platform 463,Databricks,Analytics,1635.13,Under Review
464,UiPath Platform 464,Databricks,Help Desk AI,18561.98,Retired
465,Claude Platform 465,Snowflake,Forecasting,14490.07,Under Review
466,Perplexity Platform 466,Notion,LLM Assistant,5670.60,Pilot
467,Notion Platform 467,OpenAI,LLM Assistant,22934.19,Under Review
468,Gemini Platform 468,Snowflake,Forecasting,5623.44,Under Review
469,UiPath Platform 469,UiPath,Content Generation,13335.61,Pilot
470,Power BI Platform 470,OpenAI,Analytics,18939.22,Active
471,Perplexity Platform 471,Adobe,Help Desk AI,10142.85,Retired
472,Jasper Platform 472,Anthropic,Forecasting,5806.22,Pilot
473,Notion Platform 473,OpenAI,Analytics,9301.93,Retired
474,Copilot Platform 474,Snowflake,Workflow Automation,7080.53,Active
475,Zendesk Platform 475,Snowflake,Sales Intelligence,10835.08,Retired
476,Tableau Platform 476,Zendesk,Help Desk AI,10837.99,Active
477,Zendesk Platform 477,IBM,Help Desk AI,5991.26,Active
478,UiPath Platform 478,Snowflake,Forecasting,23878.75,Under Review
479,Jasper Platform 479,Zapier,Workflow Automation,14689.22,Retired
480,ServiceNow Platform 480,Meta,Content Generation,5300.45,Under Review
481,Zendesk Platform 481,Google,Documentation,3270.50,Under Review
482,Power BI Platform 482,Zapier,Analytics,6388.57,Pilot
483,Notion Platform 483,OpenAI,Help Desk AI,5538.89,Under Review
484,Miro Platform 484,IBM,Forecasting,4902.07,Pilot
485,Claude Platform 485,Notion,Content Generation,3484.72,Pilot
486,ChatGPT Platform 486,Meta,Forecasting,12582.38,Active
487,ChatGPT Platform 487,UiPath,LLM Assistant,4531.25,Active
488,Jasper Platform 488,Google,LLM Assistant,507.96,Active
489,UiPath Platform 489,Databricks,Sales Intelligence,23381.08,Pilot
490,Gemini Platform 490,UiPath,Documentation,5545.31,Under Review
491,Tableau Platform 491,IBM,LLM Assistant,18010.69,Active
492,ChatGPT Platform 492,Zapier,LLM Assistant,3569.54,Active
493,Perplexity Platform 493,Notion,Content Generation,4847.00,Pilot
494,ChatGPT Platform 494,IBM,Content Generation,12828.15,Retired
495,Salesforce Platform 495,Notion,Content Generation,22703.88,Active
496,Gemini Platform 496,Google,Forecasting,7557.10,Retired
497,Zendesk Platform 497,Microsoft,Sales Intelligence,4078.36,Active
498,Copilot Platform 498,Meta,Analytics,6034.43,Retired
499,Miro Platform 499,Google,Content Generation,5122.89,Retired
500,Miro Platform 500,Zapier,Help Desk AI,11615.88,Retired
501,Gemini Platform 501,Snowflake,Sales Intelligence,8896.81,Active
502,ChatGPT Platform 502,Zapier,Analytics,21691.15,Pilot
503,Snowflake Platform 503,Adobe,Documentation,2405.11,Under Review
504,Jasper Platform 504,Google,Forecasting,10785.99,Pilot
505,Snowflake Platform 505,Atlassian,Sales Intelligence,16394.42,Under Review
506,Miro Platform 506,UiPath,Sales Intelligence,4729.80,Pilot
507,Snowflake Platform 507,Zendesk,Documentation,17853.53,Pilot
508,Snowflake Platform 508,Microsoft,Content Generation,17466.58,Pilot
509,Vertex Platform 509,IBM,Sales Intelligence,293.20,Active
510,Zendesk Platform 510,Anthropic,Documentation,4577.92,Active
511,Zendesk Platform 511,Atlassian,Analytics,9856.46,Under Review
512,Salesforce Platform 512,IBM,Workflow Automation,2030.75,Active
513,Tableau Platform 513,Zendesk,LLM Assistant,23010.96,Retired
514,Copilot Platform 514,Databricks,Forecasting,21916.58,Under Review
515,Miro Platform 515,Zapier,Analytics,1189.15,Pilot
516,Vertex Platform 516,IBM,Forecasting,608.57,Under Review
517,Tableau Platform 517,UiPath,Analytics,15593.74,Retired
518,Gemini Platform 518,Zendesk,Sales Intelligence,14748.78,Active
519,Notion Platform 519,Microsoft,Analytics,2166.88,Active
520,Miro Platform 520,UiPath,Analytics,16691.16,Under Review
521,Databricks Platform 521,Snowflake,Documentation,18358.71,Retired
522,Zapier Platform 522,Anthropic,Help Desk AI,23444.23,Pilot
523,Jasper Platform 523,Microsoft,Content Generation,4300.74,Under Review
524,Miro Platform 524,OpenAI,Workflow Automation,13054.18,Active
525,Claude Platform 525,Adobe,Sales Intelligence,21587.64,Under Review
526,Power BI Platform 526,OpenAI,Sales Intelligence,21389.42,Retired
527,Watson Platform 527,Microsoft,Forecasting,12085.60,Retired
528,ChatGPT Platform 528,IBM,Help Desk AI,5533.54,Active
529,ServiceNow Platform 529,Meta,LLM Assistant,24989.91,Pilot
530,UiPath Platform 530,IBM,LLM Assistant,8075.27,Active
531,Zapier Platform 531,UiPath,Documentation,1696.05,Active
532,Notion Platform 532,OpenAI,Sales Intelligence,24831.28,Under Review
533,Perplexity Platform 533,IBM,Sales Intelligence,24836.39,Retired
534,Tableau Platform 534,Databricks,Forecasting,11056.41,Active
535,Perplexity Platform 535,UiPath,Analytics,976.59,Under Review
536,Gemini Platform 536,Meta,LLM Assistant,9706.16,Under Review
537,Vertex Platform 537,Notion,Forecasting,23742.23,Pilot
538,Tableau Platform 538,UiPath,Analytics,16637.52,Retired
539,Claude Platform 539,UiPath,Analytics,11309.29,Under Review
540,Copilot Platform 540,Notion,Content Generation,8035.21,Active
541,Tableau Platform 541,Meta,Documentation,3391.80,Pilot
542,Notion Platform 542,Anthropic,Forecasting,16548.09,Retired
543,Power BI Platform 543,Notion,Help Desk AI,5491.07,Retired
544,Zendesk Platform 544,Microsoft,Forecasting,6071.71,Under Review
545,Jasper Platform 545,Adobe,Help Desk AI,14684.65,Pilot
546,Watson Platform 546,Meta,Documentation,1497.36,Retired
547,Snowflake Platform 547,Zendesk,Analytics,14645.37,Retired
548,Zendesk Platform 548,Microsoft,Content Generation,16778.45,Active
549,Miro Platform 549,Snowflake,LLM Assistant,24482.79,Active
550,Tableau Platform 550,Zapier,Forecasting,9724.38,Under Review
551,Vertex Platform 551,IBM,Content Generation,15347.67,Retired
552,Claude Platform 552,Adobe,Documentation,3775.09,Active
553,Snowflake Platform 553,UiPath,Content Generation,6736.40,Active
554,Slack Platform 554,Atlassian,Documentation,7167.70,Under Review
555,Watson Platform 555,Salesforce,Documentation,1454.55,Under Review
556,Tableau Platform 556,Snowflake,Workflow Automation,10691.57,Under Review
557,Copilot Platform 557,Notion,Sales Intelligence,14293.98,Pilot
558,Copilot Platform 558,IBM,LLM Assistant,22602.42,Retired
559,Power BI Platform 559,Microsoft,Analytics,2469.27,Active
560,Notion Platform 560,Zapier,Documentation,13953.52,Retired
561,Power BI Platform 561,Zapier,LLM Assistant,3229.89,Under Review
562,Slack Platform 562,UiPath,Help Desk AI,5591.20,Under Review
563,Gemini Platform 563,Adobe,Analytics,23029.44,Under Review
564,ChatGPT Platform 564,Anthropic,Workflow Automation,2749.72,Pilot
565,Slack Platform 565,Snowflake,Sales Intelligence,664.15,Under Review
566,Tableau Platform 566,Adobe,Sales Intelligence,3922.79,Under Review
567,Jasper Platform 567,Anthropic,LLM Assistant,14963.94,Pilot
568,Claude Platform 568,Snowflake,Forecasting,1395.22,Pilot
569,Databricks Platform 569,Databricks,Analytics,19891.38,Retired
570,ServiceNow Platform 570,IBM,LLM Assistant,12332.81,Active
571,Notion Platform 571,Notion,Help Desk AI,16652.82,Active
572,Gemini Platform 572,Snowflake,Documentation,13767.41,Retired
573,UiPath Platform 573,Zendesk,Sales Intelligence,3915.93,Under Review
574,Databricks Platform 574,Atlassian,Analytics,18312.59,Under Review
575,Snowflake Platform 575,Salesforce,Content Generation,20978.28,Active
576,Vertex Platform 576,UiPath,Forecasting,3137.65,Under Review
577,Watson Platform 577,Adobe,Forecasting,20959.44,Active
578,Notion Platform 578,Zapier,Content Generation,7142.22,Under Review
579,UiPath Platform 579,Zendesk,Forecasting,6608.86,Active
580,Zendesk Platform 580,UiPath,Documentation,13731.91,Under Review
581,ChatGPT Platform 581,Atlassian,Workflow Automation,16831.28,Retired
582,Notion Platform 582,Zapier,Content Generation,22262.24,Under Review
583,Copilot Platform 583,OpenAI,LLM Assistant,5225.79,Retired
584,Slack Platform 584,Google,Content Generation,8124.56,Under Review
585,ServiceNow Platform 585,Meta,Content Generation,1890.80,Under Review
586,Tableau Platform 586,Snowflake,Content Generation,24058.17,Retired
587,Perplexity Platform 587,Google,Content Generation,7768.10,Pilot
588,Perplexity Platform 588,Microsoft,Content Generation,20755.92,Pilot
589,Slack Platform 589,IBM,Forecasting,3256.03,Active
590,Zapier Platform 590,Google,LLM Assistant,20453.71,Active
591,Zapier Platform 591,Zendesk,LLM Assistant,24524.73,Under Review
592,Zendesk Platform 592,Google,Workflow Automation,21581.90,Retired
593,ServiceNow Platform 593,Anthropic,Workflow Automation,23999.78,Under Review
594,Jasper Platform 594,Snowflake,LLM Assistant,9210.08,Pilot
595,ChatGPT Platform 595,Snowflake,Forecasting,3835.46,Active
596,Watson Platform 596,Google,Help Desk AI,8785.89,Active
597,Vertex Platform 597,Adobe,Sales Intelligence,7014.39,Under Review
598,ChatGPT Platform 598,Zendesk,Forecasting,16142.96,Active
599,ServiceNow Platform 599,Snowflake,Content Generation,12496.89,Under Review
600,Power BI Platform 600,Google,Help Desk AI,532.90,Active
601,Watson Platform 601,Atlassian,Sales Intelligence,16056.99,Active
602,Power BI Platform 602,Anthropic,Help Desk AI,4184.19,Active
603,UiPath Platform 603,OpenAI,Analytics,7287.87,Active
604,ServiceNow Platform 604,OpenAI,Sales Intelligence,4740.22,Pilot
605,Jasper Platform 605,Salesforce,Documentation,6728.95,Retired
606,UiPath Platform 606,Snowflake,Help Desk AI,15504.75,Under Review
607,Databricks Platform 607,Anthropic,Content Generation,6526.25,Pilot
608,Jasper Platform 608,Zendesk,Forecasting,19324.79,Retired
609,Power BI Platform 609,UiPath,Workflow Automation,23860.49,Under Review
610,Databricks Platform 610,Meta,Help Desk AI,10644.62,Under Review
611,Databricks Platform 611,IBM,Sales Intelligence,12453.90,Active
612,Claude Platform 612,Google,LLM Assistant,16956.25,Under Review
613,Notion Platform 613,Meta,Sales Intelligence,13251.03,Pilot
614,Slack Platform 614,Zendesk,Analytics,11922.25,Pilot
615,Zendesk Platform 615,Atlassian,Analytics,10503.12,Retired
616,ChatGPT Platform 616,Databricks,Sales Intelligence,7204.47,Retired
617,Salesforce Platform 617,Anthropic,Forecasting,12835.28,Pilot
618,Perplexity Platform 618,IBM,Forecasting,18581.28,Active
619,Zapier Platform 619,Notion,Content Generation,22552.76,Retired
620,Slack Platform 620,IBM,Workflow Automation,1827.80,Under Review
621,Copilot Platform 621,Salesforce,Content Generation,4107.12,Pilot
622,Miro Platform 622,Atlassian,Content Generation,7947.58,Retired
623,ChatGPT Platform 623,Snowflake,LLM Assistant,15331.28,Under Review
624,Copilot Platform 624,Notion,LLM Assistant,11255.64,Active
625,Gemini Platform 625,Microsoft,Content Generation,23899.30,Retired
626,Zendesk Platform 626,Zendesk,Forecasting,18433.77,Under Review
627,Miro Platform 627,OpenAI,Content Generation,9979.70,Under Review
628,Gemini Platform 628,Zapier,Forecasting,12452.94,Active
629,ChatGPT Platform 629,IBM,LLM Assistant,540.14,Retired
630,Databricks Platform 630,IBM,Analytics,3084.19,Retired
631,UiPath Platform 631,OpenAI,LLM Assistant,8709.88,Active
632,Watson Platform 632,OpenAI,Help Desk AI,2658.26,Under Review
633,Jasper Platform 633,Databricks,Analytics,4714.58,Active
634,Tableau Platform 634,Atlassian,Analytics,24875.58,Under Review
635,Claude Platform 635,Snowflake,Forecasting,17297.53,Under Review
636,Gemini Platform 636,Salesforce,Sales Intelligence,24148.48,Active
637,Jasper Platform 637,UiPath,Help Desk AI,23510.08,Pilot
638,ServiceNow Platform 638,Databricks,Forecasting,2662.97,Active
639,ServiceNow Platform 639,OpenAI,Workflow Automation,15540.82,Pilot
640,Gemini Platform 640,Microsoft,Sales Intelligence,7037.81,Retired
641,Notion Platform 641,Databricks,Documentation,21672.15,Active
642,Tableau Platform 642,IBM,Sales Intelligence,12834.98,Pilot
643,Snowflake Platform 643,IBM,Forecasting,9304.42,Retired
644,Zapier Platform 644,Snowflake,Forecasting,5026.46,Active
645,Watson Platform 645,IBM,LLM Assistant,15301.19,Active
646,Gemini Platform 646,Snowflake,Documentation,11732.27,Active
647,Zendesk Platform 647,Zendesk,Workflow Automation,5135.40,Under Review
648,Perplexity Platform 648,Atlassian,LLM Assistant,14661.27,Active
649,Copilot Platform 649,Snowflake,Content Generation,24186.93,Pilot
650,Notion Platform 650,IBM,Content Generation,5988.59,Under Review
651,Perplexity Platform 651,Zendesk,Forecasting,22520.05,Pilot
652,Watson Platform 652,IBM,Forecasting,1941.90,Retired
653,Salesforce Platform 653,Microsoft,Forecasting,9226.23,Under Review
654,Snowflake Platform 654,Zendesk,Forecasting,7405.73,Retired
655,Gemini Platform 655,IBM,Analytics,6870.35,Retired
656,Miro Platform 656,Salesforce,LLM Assistant,3288.19,Under Review
657,Notion Platform 657,Zapier,Workflow Automation,5778.32,Active
658,Power BI Platform 658,Google,Sales Intelligence,15116.14,Active
659,Gemini Platform 659,Zendesk,Sales Intelligence,882.18,Retired
660,Vertex Platform 660,Google,LLM Assistant,19664.35,Under Review
661,Zapier Platform 661,OpenAI,Documentation,8310.47,Active
662,ChatGPT Platform 662,Meta,Help Desk AI,7680.53,Pilot
663,Tableau Platform 663,UiPath,Forecasting,3476.30,Retired
664,Claude Platform 664,Adobe,Sales Intelligence,18081.26,Under Review
665,Jasper Platform 665,Atlassian,Documentation,644.83,Retired
666,Slack Platform 666,Notion,Documentation,3894.27,Active
667,Tableau Platform 667,Zendesk,Workflow Automation,21806.99,Retired
668,Gemini Platform 668,OpenAI,Workflow Automation,19126.74,Under Review
669,Zendesk Platform 669,IBM,Forecasting,6551.92,Under Review
670,Watson Platform 670,Salesforce,Documentation,17465.17,Retired
671,Slack Platform 671,Zendesk,Content Generation,9252.31,Active
672,Zapier Platform 672,Anthropic,Sales Intelligence,20266.12,Under Review
673,Zapier Platform 673,UiPath,Sales Intelligence,9650.11,Active
674,Gemini Platform 674,Notion,Analytics,15480.68,Retired
675,Miro Platform 675,Anthropic,Analytics,10149.49,Active
676,Notion Platform 676,OpenAI,Documentation,1541.22,Active
677,Copilot Platform 677,Adobe,Help Desk AI,366.43,Active
678,Copilot Platform 678,Salesforce,Analytics,11675.88,Pilot
679,Vertex Platform 679,Databricks,Help Desk AI,4875.00,Pilot
680,Databricks Platform 680,Meta,Forecasting,9729.22,Under Review
681,Zendesk Platform 681,IBM,Content Generation,14046.40,Active
682,Jasper Platform 682,Notion,Help Desk AI,19763.31,Under Review
683,Slack Platform 683,UiPath,Analytics,22591.77,Retired
684,Tableau Platform 684,Zendesk,Workflow Automation,10065.30,Retired
685,Zapier Platform 685,Notion,Documentation,18085.18,Under Review
686,Watson Platform 686,Google,Documentation,22945.31,Retired
687,Claude Platform 687,Atlassian,Content Generation,15487.42,Under Review
688,Claude Platform 688,OpenAI,LLM Assistant,13992.09,Pilot
689,Miro Platform 689,Notion,Help Desk AI,8151.58,Retired
690,Tableau Platform 690,Meta,Help Desk AI,1954.76,Under Review
691,Tableau Platform 691,Zendesk,LLM Assistant,15365.81,Under Review
692,Copilot Platform 692,Microsoft,LLM Assistant,9053.83,Active
693,Slack Platform 693,Meta,Forecasting,9721.57,Retired
694,Copilot Platform 694,Microsoft,LLM Assistant,23189.21,Pilot
695,UiPath Platform 695,Databricks,Documentation,4669.22,Pilot
696,Notion Platform 696,Snowflake,Help Desk AI,23764.99,Active
697,Gemini Platform 697,Meta,Workflow Automation,3958.07,Pilot
698,Miro Platform 698,Notion,Forecasting,17233.10,Pilot
699,Watson Platform 699,Adobe,LLM Assistant,16774.44,Active
700,Watson Platform 700,Salesforce,Content Generation,16050.98,Pilot
701,UiPath Platform 701,Salesforce,Documentation,21766.62,Under Review
702,Tableau Platform 702,Snowflake,LLM Assistant,6255.14,Pilot
703,Power BI Platform 703,Anthropic,Workflow Automation,15802.48,Retired
704,Watson Platform 704,Meta,Documentation,12236.67,Under Review
705,Snowflake Platform 705,Databricks,Forecasting,15403.42,Under Review
706,Tableau Platform 706,OpenAI,Help Desk AI,15177.12,Under Review
707,ChatGPT Platform 707,Meta,Help Desk AI,1316.65,Under Review
708,Copilot Platform 708,Notion,Sales Intelligence,4764.47,Under Review
709,Jasper Platform 709,OpenAI,Analytics,11922.50,Pilot
710,Zendesk Platform 710,Notion,Content Generation,17011.06,Pilot
711,Zendesk Platform 711,Snowflake,Sales Intelligence,15256.72,Pilot
712,Jasper Platform 712,UiPath,Help Desk AI,13108.07,Under Review
713,Snowflake Platform 713,Adobe,Analytics,19075.71,Retired
714,Tableau Platform 714,Databricks,Sales Intelligence,19495.96,Retired
715,Zapier Platform 715,Meta,Content Generation,2414.04,Pilot
716,Salesforce Platform 716,Microsoft,Forecasting,16565.93,Under Review
717,Slack Platform 717,UiPath,Workflow Automation,24207.80,Active
718,Power BI Platform 718,Databricks,Content Generation,24966.97,Active
719,Copilot Platform 719,Meta,Help Desk AI,3951.04,Active
720,Claude Platform 720,UiPath,Sales Intelligence,20074.63,Active
721,Power BI Platform 721,Atlassian,Forecasting,23095.45,Pilot
722,Zapier Platform 722,Anthropic,Workflow Automation,6613.25,Under Review
723,Notion Platform 723,IBM,Workflow Automation,24518.16,Pilot
724,Vertex Platform 724,Meta,LLM Assistant,20814.96,Active
725,ServiceNow Platform 725,OpenAI,Analytics,371.36,Under Review
726,Zapier Platform 726,Anthropic,Forecasting,11364.19,Under Review
727,ServiceNow Platform 727,Zapier,Workflow Automation,18889.83,Retired
728,Zendesk Platform 728,Meta,Analytics,2400.44,Under Review
729,Vertex Platform 729,Meta,Forecasting,4367.78,Retired
730,Watson Platform 730,Microsoft,Documentation,7755.05,Retired
731,ChatGPT Platform 731,IBM,Help Desk AI,8437.39,Retired
732,Vertex Platform 732,Zapier,Analytics,9639.07,Pilot
733,Perplexity Platform 733,Notion,Help Desk AI,13281.62,Active
734,Zapier Platform 734,Adobe,Help Desk AI,21605.03,Retired
735,Databricks Platform 735,Salesforce,Workflow Automation,11162.89,Active
736,Tableau Platform 736,IBM,Sales Intelligence,21936.91,Active
737,Salesforce Platform 737,Adobe,Forecasting,18676.90,Active
738,Zendesk Platform 738,Microsoft,Content Generation,19800.74,Active
739,UiPath Platform 739,Adobe,Analytics,9064.72,Active
740,Copilot Platform 740,Adobe,Workflow Automation,21510.35,Under Review
741,Notion Platform 741,UiPath,Workflow Automation,902.93,Active
742,ServiceNow Platform 742,Anthropic,Content Generation,22545.68,Active
743,UiPath Platform 743,Adobe,LLM Assistant,12885.77,Pilot
744,Databricks Platform 744,Databricks,Content Generation,18207.14,Under Review
745,Watson Platform 745,Notion,Sales Intelligence,11727.19,Under Review
746,Copilot Platform 746,IBM,Workflow Automation,3214.59,Pilot
747,Databricks Platform 747,Databricks,LLM Assistant,688.87,Pilot
748,Copilot Platform 748,Microsoft,LLM Assistant,4352.44,Retired
749,Copilot Platform 749,Atlassian,Sales Intelligence,19939.66,Pilot
750,Notion Platform 750,Google,Content Generation,15886.66,Active
751,Vertex Platform 751,Salesforce,Workflow Automation,16417.71,Retired
752,Salesforce Platform 752,Adobe,Help Desk AI,12223.78,Retired
753,Salesforce Platform 753,Anthropic,Help Desk AI,10648.70,Active
754,Copilot Platform 754,Atlassian,Content Generation,23317.95,Under Review
755,Jasper Platform 755,Microsoft,Workflow Automation,4693.84,Pilot
756,Notion Platform 756,Databricks,Workflow Automation,4222.37,Pilot
757,Copilot Platform 757,IBM,Documentation,21496.76,Active
758,ChatGPT Platform 758,Adobe,LLM Assistant,9057.28,Under Review
759,Notion Platform 759,Zapier,Forecasting,2156.28,Under Review
760,Gemini Platform 760,OpenAI,Content Generation,12804.44,Pilot
761,ServiceNow Platform 761,Zendesk,Analytics,21824.43,Active
762,Notion Platform 762,OpenAI,Sales Intelligence,1051.91,Retired
763,Jasper Platform 763,UiPath,Workflow Automation,1096.34,Under Review
764,Databricks Platform 764,UiPath,LLM Assistant,3778.55,Retired
765,UiPath Platform 765,Adobe,Content Generation,18963.72,Retired
766,Power BI Platform 766,Zendesk,Documentation,24632.99,Pilot
767,Tableau Platform 767,Notion,LLM Assistant,9397.80,Retired
768,Vertex Platform 768,IBM,Help Desk AI,11260.57,Active
769,Miro Platform 769,Salesforce,Sales Intelligence,9006.66,Active
770,Watson Platform 770,Salesforce,Sales Intelligence,8867.85,Under Review
771,Claude Platform 771,OpenAI,Documentation,490.47,Retired
772,Gemini Platform 772,Snowflake,Workflow Automation,13589.06,Active
773,Jasper Platform 773,Notion,Sales Intelligence,2298.44,Retired
774,Jasper Platform 774,Salesforce,Documentation,4368.23,Pilot
775,Tableau Platform 775,Zapier,LLM Assistant,7824.11,Active
776,Power BI Platform 776,Snowflake,Documentation,19201.32,Pilot
777,Copilot Platform 777,Databricks,Help Desk AI,8635.02,Retired
778,UiPath Platform 778,Databricks,LLM Assistant,19879.23,Active
779,Vertex Platform 779,Anthropic,Documentation,3908.51,Pilot
780,ServiceNow Platform 780,Atlassian,Sales Intelligence,22515.42,Under Review
781,Notion Platform 781,Google,LLM Assistant,10900.61,Retired
782,Slack Platform 782,Zendesk,Sales Intelligence,15623.94,Retired
783,Miro Platform 783,OpenAI,Analytics,12268.04,Pilot
784,Zapier Platform 784,OpenAI,Forecasting,20156.21,Retired
785,Perplexity Platform 785,Databricks,Sales Intelligence,7240.38,Active
786,Tableau Platform 786,Zendesk,Forecasting,2733.96,Pilot
787,Zapier Platform 787,Anthropic,Content Generation,17860.73,Active
788,Miro Platform 788,Adobe,Documentation,10585.27,Retired
789,Salesforce Platform 789,Atlassian,Workflow Automation,12060.23,Retired
790,Watson Platform 790,Databricks,Workflow Automation,14782.73,Under Review
791,Zendesk Platform 791,Microsoft,Sales Intelligence,18565.51,Retired
792,Gemini Platform 792,Meta,Workflow Automation,14911.79,Pilot
793,Zapier Platform 793,Zapier,Analytics,17816.24,Under Review
794,Zapier Platform 794,Snowflake,Analytics,20042.26,Retired
795,Slack Platform 795,Atlassian,Forecasting,2870.41,Pilot
796,Zapier Platform 796,Adobe,Workflow Automation,6095.88,Active
797,Power BI Platform 797,Microsoft,Content Generation,8830.77,Under Review
798,Watson Platform 798,Google,LLM Assistant,14336.02,Pilot
799,Vertex Platform 799,Google,Content Generation,14039.35,Under Review
800,UiPath Platform 800,IBM,Help Desk AI,4100.34,Retired
801,Zapier Platform 801,Meta,Forecasting,23864.05,Retired
802,Claude Platform 802,Notion,Content Generation,20871.45,Under Review
803,Notion Platform 803,UiPath,Documentation,23141.13,Pilot
804,Zapier Platform 804,Notion,Forecasting,5189.90,Retired
805,Claude Platform 805,Zendesk,Sales Intelligence,14571.18,Retired
806,Watson Platform 806,IBM,Help Desk AI,16364.34,Under Review
807,Notion Platform 807,Atlassian,Content Generation,10639.76,Pilot
808,Copilot Platform 808,Zapier,Workflow Automation,14307.52,Retired
809,Watson Platform 809,Atlassian,Help Desk AI,5626.12,Retired
810,Gemini Platform 810,Adobe,Workflow Automation,5748.29,Retired
811,Miro Platform 811,UiPath,Forecasting,7791.67,Pilot
812,Watson Platform 812,IBM,Analytics,1096.60,Active
813,UiPath Platform 813,Anthropic,Workflow Automation,418.49,Active
814,Zendesk Platform 814,IBM,Help Desk AI,18915.43,Under Review
815,Perplexity Platform 815,Google,Documentation,9864.92,Active
816,Claude Platform 816,Notion,Content Generation,16362.26,Pilot
817,Jasper Platform 817,Databricks,Forecasting,11790.80,Pilot
818,Vertex Platform 818,Atlassian,Analytics,16815.34,Under Review
819,Perplexity Platform 819,Snowflake,Forecasting,23360.69,Active
820,Databricks Platform 820,Microsoft,Sales Intelligence,6438.84,Active
821,ChatGPT Platform 821,IBM,Analytics,19413.38,Pilot
822,ServiceNow Platform 822,Salesforce,Documentation,5162.48,Pilot
823,Gemini Platform 823,Salesforce,Analytics,6706.63,Active
824,Perplexity Platform 824,Zapier,Workflow Automation,304.43,Under Review
825,UiPath Platform 825,Meta,Workflow Automation,23464.18,Under Review
826,Jasper Platform 826,Meta,Content Generation,20877.58,Retired
827,Gemini Platform 827,Anthropic,Analytics,10033.84,Retired
828,Gemini Platform 828,Adobe,Content Generation,19790.36,Under Review
829,Notion Platform 829,Microsoft,Workflow Automation,3882.96,Retired
830,Databricks Platform 830,Adobe,Sales Intelligence,8306.66,Active
831,Power BI Platform 831,Adobe,Sales Intelligence,21846.11,Under Review
832,Tableau Platform 832,UiPath,Documentation,16229.60,Pilot
833,ChatGPT Platform 833,Salesforce,Help Desk AI,16829.22,Under Review
834,Copilot Platform 834,Anthropic,Sales Intelligence,8772.67,Under Review
835,Snowflake Platform 835,UiPath,Documentation,14132.40,Active
836,Jasper Platform 836,Adobe,Workflow Automation,11335.64,Active
