ticket_id,employee_id,department_id,ticket_date,category,priority_level,status,issue_summary,resolution_time_hours,assigned_team
324,410,976,2026-03-12,Software,High,Pending,VPN connection fails intermittently,68.88,Data Team
325,906,419,2025-03-28,Email,Medium,Pending,Help desk request for new account provisioning,21.48,Security
326,83,679,2026-04-29,Software,Medium,Closed,Laptop performance issue,26.35,IT Support
327,999,956,2025-02-26,Hardware,High,Pending,Shared drive permission issue,40.94,Applications
328,129,241,2024-05-29,Security,High,In Progress,Database timeout during report run,4.34,Networking
329,900,757,2025-03-05,Printer,Medium,Open,Password reset required,6.71,Networking
330,864,259,2025-03-19,Database,High,Pending,Password reset required,26.02,Data Team
331,177,18,2026-03-15,Printer,High,Pending,Database timeout during report run,46.46,IT Support
332,127,104,2026-02-23,Database,Medium,In Progress,Shared drive permission issue,39.86,Data Team
333,475,256,2024-05-30,Access,High,Escalated,Laptop performance issue,22.43,Applications
334,601,808,2025-11-24,Account,Medium,Resolved,Password reset required,52.27,Data Team
335,284,601,2025-06-13,Printer,Medium,Escalated,Printer not reachable on floor network,19.07,IT Support
336,868,101,2024-12-21,Hardware,Critical,In Progress,VPN connection fails intermittently,12.01,Applications
337,201,673,2024-11-14,Account,Low,Closed,Password reset required,18.17,IT Support
338,726,412,2024-05-01,Access,Medium,Closed,Shared drive permission issue,30.81,Infrastructure
339,146,103,2025-05-23,Email,Medium,Open,Laptop performance issue,12.17,Networking
340,108,609,2024-07-25,VPN,Medium,Resolved,Help desk request for new account provisioning,43.71,IT Support
341,92,827,2024-03-23,Account,Low,Open,Laptop performance issue,21.79,Security
342,120,247,2026-04-12,Hardware,High,Escalated,VPN connection fails intermittently,42.66,Security
343,668,569,2026-02-19,Printer,Low,Closed,VPN connection fails intermittently,63.75,Security
344,779,963,2024-06-08,Security,High,Resolved,Unable to access internal dashboard,52.11,Applications
345,596,664,2024-04-10,Account,High,Closed,Software license activation problem,59.24,Applications
346,944,10,2025-01-08,Hardware,Low,Escalated,Email not syncing to mobile device,16.48,Data Team
347,724,123,2024-06-18,Access,Medium,In Progress,Shared drive permission issue,38.29,Security
348,763,4,2025-06-19,VPN,Low,Escalated,Help desk request for new account provisioning,54.87,Networking
349,480,115,2024-08-20,Printer,Low,Open,Shared drive permission issue,49.85,IT Support
350,631,482,2026-03-08,Software,Low,In Progress,Help desk request for new account provisioning,63.36,Data Team
351,394,258,2025-10-10,VPN,Medium,Open,Shared drive permission issue,14.65,Applications
352,42,459,2024-08-20,Printer,Medium,Open,Unable to access internal dashboard,13.52,Applications
353,16,690,2025-07-14,Email,Medium,Pending,Software license activation problem,62.50,Data Team
354,16,174,2024-02-02,Account,High,Pending,Laptop performance issue,57.59,Infrastructure
355,898,405,2024-08-06,Software,Low,Open,Printer not reachable on floor network,42.33,Security
356,685,782,2025-09-08,Printer,Medium,Escalated,Database timeout during report run,28.99,Security
357,399,821,2024-01-21,VPN,High,Pending,VPN connection fails intermittently,31.74,Networking
358,252,592,2024-05-01,Security,High,In Progress,VPN connection fails intermittently,23.51,Networking
359,859,417,2024-04-28,Account,High,Escalated,VPN connection fails intermittently,0.82,IT Support
360,203,373,2024-08-10,Access,Critical,Closed,Shared drive permission issue,55.33,Infrastructure
361,869,217,2024-10-15,Hardware,High,In Progress,Help desk request for new account provisioning,10.29,Data Team
362,516,68,2024-10-26,Network,Low,Pending,VPN connection fails intermittently,53.31,Data Team
363,829,77,2026-04-08,Access,Medium,In Progress,Unable to access internal dashboard,11.04,Applications
364,387,488,2024-03-13,Security,High,Closed,Shared drive permission issue,71.23,Networking
365,414,731,2024-10-24,Network,Medium,Resolved,Email not syncing to mobile device,17.14,Data Team
366,96,4,2024-04-02,Security,Low,Open,Database timeout during report run,65.71,Security
367,788,160,2024-09-22,VPN,Medium,Resolved,Printer not reachable on floor network,61.67,IT Support
368,484,253,2024-11-23,Email,Medium,Closed,VPN connection fails intermittently,10.28,IT Support
369,930,505,2025-04-04,Security,High,In Progress,Laptop performance issue,42.85,Data Team
370,519,101,2025-05-24,Security,Medium,In Progress,Printer not reachable on floor network,61.57,Networking
371,781,688,2024-02-16,Database,Medium,In Progress,Printer not reachable on floor network,1.85,Applications
372,300,446,2026-03-16,Security,High,Escalated,Software license activation problem,34.00,IT Support
373,67,453,2025-01-01,Hardware,Low,In Progress,Unable to access internal dashboard,59.62,Security
374,371,394,2024-05-05,Account,High,Escalated,Shared drive permission issue,71.64,Infrastructure
375,681,741,2025-05-07,Access,Medium,Escalated,Email not syncing to mobile device,22.44,Infrastructure
376,17,795,2025-06-26,Software,High,Pending,VPN connection fails intermittently,60.60,Data Team
377,723,471,2024-11-28,Software,Medium,In Progress,Help desk request for new account provisioning,12.85,Applications
378,770,404,2026-02-28,Email,Medium,In Progress,Software license activation problem,13.79,Data Team
379,47,460,2024-11-03,Printer,Medium,In Progress,Unable to access internal dashboard,32.34,Security
380,212,148,2025-11-30,VPN,Critical,Closed,Laptop performance issue,67.93,Infrastructure
381,562,991,2026-01-14,Printer,Medium,Closed,Password reset required,26.11,Infrastructure
382,915,542,2024-08-11,Printer,High,Escalated,Help desk request for new account provisioning,4.23,Networking
383,31,817,2025-12-11,Account,Medium,Resolved,Printer not reachable on floor network,42.78,Infrastructure
384,59,711,2024-06-29,Security,High,In Progress,Database timeout during report run,0.93,IT Support
385,538,967,2025-12-04,Database,High,Escalated,Laptop performance issue,41.81,Networking
386,980,927,2024-03-26,Security,Medium,Escalated,Printer not reachable on floor network,68.54,IT Support
387,197,699,2024-11-17,Security,Medium,Open,Software license activation problem,36.26,Security
388,728,348,2025-05-26,Security,Medium,Escalated,VPN connection fails intermittently,42.45,IT Support
389,852,801,2024-09-04,Email,Medium,In Progress,Software license activation problem,15.52,Security
390,858,134,2026-02-06,VPN,High,In Progress,Unable to access internal dashboard,50.99,Infrastructure
391,151,494,2025-10-20,Hardware,Low,Open,Software license activation problem,59.85,Networking
392,437,622,2025-05-16,Hardware,Critical,Open,Printer not reachable on floor network,12.25,Applications
393,632,905,2024-06-10,Email,Medium,Pending,Database timeout during report run,60.36,Security
394,567,239,2025-08-13,Access,Medium,Open,Printer not reachable on floor network,68.81,IT Support
395,599,878,2024-07-31,Software,Low,In Progress,Printer not reachable on floor network,71.64,Data Team
396,563,15,2026-03-24,Hardware,Critical,Pending,Password reset required,49.02,Applications
397,849,80,2025-05-22,Access,Medium,Open,VPN connection fails intermittently,32.72,IT Support
398,826,83,2024-08-09,Printer,Critical,Escalated,Unable to access internal dashboard,64.00,Networking
399,964,34,2024-01-12,Account,Medium,In Progress,Password reset required,30.05,Security
400,260,939,2024-07-06,Account,Medium,In Progress,VPN connection fails intermittently,62.21,Security
401,577,286,2024-06-12,VPN,Medium,In Progress,Shared drive permission issue,0.88,Infrastructure
402,34,760,2025-07-30,Printer,High,Pending,Database timeout during report run,4.85,Applications
403,747,628,2025-09-22,Email,Medium,Closed,Help desk request for new account provisioning,16.16,Data Team
404,131,474,2024-08-18,Software,Critical,Escalated,Password reset required,39.18,IT Support
405,917,587,2024-06-12,Hardware,High,In Progress,Email not syncing to mobile device,47.13,Applications
406,577,837,2026-03-01,Printer,Low,Escalated,Printer not reachable on floor network,32.86,Networking
407,844,176,2024-12-05,VPN,High,Resolved,Database timeout during report run,25.95,Infrastructure
408,501,272,2025-08-25,Database,High,Resolved,Email not syncing to mobile device,2.17,Networking
409,518,880,2024-01-01,Email,Medium,Open,Printer not reachable on floor network,54.00,Applications
410,423,867,2026-02-10,Access,Low,Resolved,Unable to access internal dashboard,48.06,IT Support
411,983,863,2025-08-01,Software,Medium,In Progress,Password reset required,55.67,Applications
412,846,968,2026-03-06,Account,High,In Progress,Help desk request for new account provisioning,2.83,Applications
413,587,936,2025-07-09,Access,Medium,In Progress,Password reset required,25.42,Infrastructure
414,212,178,2024-09-10,Access,Critical,In Progress,Email not syncing to mobile device,5.31,Infrastructure
415,384,928,2026-04-09,Security,Medium,Open,VPN connection fails intermittently,44.70,Networking
416,346,291,2024-08-19,Security,High,Closed,Unable to access internal dashboard,16.66,Security
417,517,833,2025-08-17,Email,High,Pending,Laptop performance issue,45.10,Infrastructure
418,897,167,2024-07-16,Account,High,Escalated,Password reset required,42.83,Infrastructure
419,832,551,2024-01-08,Access,Medium,Closed,Shared drive permission issue,71.99,Infrastructure
420,130,852,2024-05-05,Account,High,Open,Password reset required,63.40,IT Support
421,799,342,2025-03-30,Database,Medium,Resolved,Help desk request for new account provisioning,44.46,IT Support
422,147,249,2024-04-30,VPN,Medium,Open,Software license activation problem,33.37,Data Team
423,285,164,2025-01-15,Hardware,Critical,Escalated,Password reset required,43.06,Applications
424,96,580,2025-10-18,Network,Critical,Pending,Help desk request for new account provisioning,71.00,IT Support
425,136,186,2025-08-23,Printer,Medium,Closed,Laptop performance issue,7.64,Applications
426,740,411,2024-08-25,Software,Critical,Pending,Software license activation problem,23.27,Networking
427,645,940,2025-06-04,Printer,Medium,Open,Password reset required,50.64,Data Team
428,124,460,2025-03-11,Network,Low,Resolved,Help desk request for new account provisioning,11.82,Networking
429,925,276,2025-06-29,Security,High,Pending,Unable to access internal dashboard,14.16,Networking
430,65,363,2024-04-18,Network,High,Pending,Unable to access internal dashboard,23.22,Applications
431,738,791,2024-08-02,Software,Low,Closed,VPN connection fails intermittently,21.92,Networking
432,530,872,2024-02-20,VPN,Medium,Resolved,Software license activation problem,46.10,Applications
433,620,998,2025-04-22,Software,Medium,Closed,Database timeout during report run,61.99,Infrastructure
434,514,559,2024-04-05,Network,High,Pending,Email not syncing to mobile device,50.58,Data Team
435,113,605,2026-03-21,Software,High,Open,Database timeout during report run,55.67,Security
436,43,442,2025-05-19,VPN,High,Resolved,Laptop performance issue,69.26,Infrastructure
437,175,604,2026-02-14,Database,Critical,Escalated,Email not syncing to mobile device,7.31,Data Team
438,170,349,2024-02-28,VPN,High,Closed,Database timeout during report run,69.14,Applications
439,905,533,2024-02-28,Security,High,Pending,Shared drive permission issue,38.42,Networking
440,176,997,2025-07-08,Security,High,Closed,Software license activation problem,10.15,Infrastructure
441,758,521,2024-01-19,Account,Medium,In Progress,Help desk request for new account provisioning,56.19,Applications
442,947,222,2024-11-08,Security,High,Open,Help desk request for new account provisioning,28.51,Data Team
443,177,188,2024-06-11,Security,Low,Open,Shared drive permission issue,13.61,Networking
444,680,957,2026-03-25,Printer,Low,Pending,Software license activation problem,12.81,Security
445,604,779,2024-07-12,Account,High,Closed,Unable to access internal dashboard,6.98,Infrastructure
446,167,252,2026-03-22,Account,Low,Resolved,Help desk request for new account provisioning,13.01,IT Support
447,14,621,2026-03-17,Printer,Medium,Closed,Software license activation problem,3.34,Security
448,1,269,2025-02-12,Security,High,Open,Help desk request for new account provisioning,26.33,Infrastructure
449,69,489,2024-07-08,Account,High,Open,Laptop performance issue,44.44,IT Support
450,779,87,2026-01-25,Database,Medium,Pending,Laptop performance issue,39.02,Infrastructure
451,165,306,2024-05-17,VPN,Low,Resolved,Laptop performance issue,27.84,IT Support
452,48,430,2025-12-12,Access,Critical,In Progress,Software license activation problem,35.24,IT Support
453,410,288,2024-11-24,Printer,Low,Closed,Printer not reachable on floor network,59.91,IT Support
454,1000,447,2025-04-30,Software,Medium,In Progress,Shared drive permission issue,51.50,Applications
455,16,587,2024-01-11,Security,Medium,In Progress,Laptop performance issue,19.90,IT Support
456,846,436,2025-03-31,Software,High,Closed,VPN connection fails intermittently,15.20,Infrastructure
457,421,118,2026-03-16,Access,High,Resolved,Database timeout during report run,20.74,IT Support
458,307,141,2025-03-21,Network,High,Escalated,Email not syncing to mobile device,20.24,Applications
459,938,767,2024-04-29,Network,Medium,Escalated,Software license activation problem,47.58,Security
460,371,489,2025-06-19,Printer,High,Open,Printer not reachable on floor network,61.89,Infrastructure
461,258,619,2026-03-20,Account,Low,Open,Database timeout during report run,63.42,IT Support
462,336,879,2025-04-29,Security,Low,Resolved,Software license activation problem,1.91,IT Support
463,635,631,2025-05-21,Database,Low,Pending,Password reset required,3.44,Infrastructure
464,574,225,2024-10-20,VPN,Medium,Pending,VPN connection fails intermittently,55.45,Infrastructure
465,276,354,2024-08-12,Printer,High,In Progress,Shared drive permission issue,59.41,Data Team
466,460,584,2024-09-18,Access,Low,Pending,Shared drive permission issue,26.94,Infrastructure
467,863,780,2025-01-22,Software,Medium,Resolved,Unable to access internal dashboard,20.58,Security
468,203,529,2024-06-26,Printer,High,Pending,VPN connection fails intermittently,47.18,IT Support
469,348,233,2025-09-01,Email,High,Closed,Email not syncing to mobile device,34.94,Applications
470,94,401,2024-06-27,Account,Medium,Resolved,Help desk request for new account provisioning,1.64,IT Support
471,800,226,2025-08-18,VPN,Medium,Pending,Printer not reachable on floor network,4.07,Security
472,651,421,2025-10-25,Hardware,Medium,Escalated,Shared drive permission issue,68.87,Data Team
473,283,218,2024-09-25,VPN,Low,Closed,Printer not reachable on floor network,6.39,Security
474,987,877,2025-10-29,Security,High,Pending,Printer not reachable on floor network,61.21,Infrastructure
475,898,398,2025-11-26,Network,Medium,Open,Email not syncing to mobile device,47.63,Networking
476,532,382,2024-03-30,Email,High,Resolved,Unable to access internal dashboard,67.59,Infrastructure
477,487,947,2025-04-08,Software,Medium,Open,Unable to access internal dashboard,56.06,Applications
478,42,715,2024-12-08,VPN,High,Resolved,Printer not reachable on floor network,1.96,Infrastructure
479,422,771,2025-01-07,Printer,Low,Open,Laptop performance issue,50.97,Security
480,937,436,2024-09-30,Database,Medium,In Progress,Unable to access internal dashboard,28.84,Networking
481,682,217,2025-03-26,Access,High,Escalated,VPN connection fails intermittently,39.68,Infrastructure
482,753,188,2024-07-06,Printer,Medium,Escalated,Help desk request for new account provisioning,46.43,IT Support
483,17,790,2025-09-21,Email,Medium,Closed,Shared drive permission issue,31.31,Infrastructure
484,779,338,2025-05-29,Database,High,Open,Printer not reachable on floor network,34.16,Infrastructure
485,425,210,2025-08-09,Account,High,In Progress,Shared drive permission issue,50.09,Data Team
486,494,410,2026-02-13,Access,High,Pending,Email not syncing to mobile device,61.14,Networking
487,310,585,2025-10-14,Software,Low,Open,Software license activation problem,4.70,Networking
488,433,784,2025-07-28,Hardware,Medium,Escalated,Software license activation problem,2.63,Security
489,192,860,2024-07-29,Access,High,Escalated,Password reset required,41.82,Networking
490,486,197,2024-01-16,Database,Medium,Resolved,Help desk request for new account provisioning,6.23,Data Team
491,550,953,2026-04-15,Software,Medium,Resolved,Password reset required,30.44,Applications
492,209,792,2026-02-26,Network,Medium,Escalated,Unable to access internal dashboard,38.67,Applications
493,269,176,2025-09-17,Printer,Medium,In Progress,Unable to access internal dashboard,15.25,Networking
494,549,704,2025-08-28,Network,Critical,Open,Laptop performance issue,68.97,Applications
495,656,616,2025-12-04,Access,Low,Pending,Help desk request for new account provisioning,44.15,Security
496,28,390,2025-04-05,Database,Low,Resolved,Email not syncing to mobile device,59.10,Security
497,3,377,2024-07-13,Account,Critical,Resolved,Password reset required,69.04,Applications
498,575,935,2024-08-25,Email,High,Pending,Laptop performance issue,58.54,Networking
499,802,893,2024-05-30,Hardware,Medium,Resolved,VPN connection fails intermittently,30.12,Data Team
500,396,650,2024-01-06,Printer,Critical,Pending,Laptop performance issue,48.96,Applications
501,541,594,2025-10-22,Access,Low,Closed,Database timeout during report run,63.60,Data Team
502,674,146,2026-01-10,Email,Low,Open,Laptop performance issue,67.67,IT Support
503,488,56,2024-04-27,Database,Critical,Escalated,Database timeout during report run,3.54,IT Support
504,32,526,2024-07-27,Email,Low,Closed,VPN connection fails intermittently,32.98,Security
505,542,170,2024-06-02,Database,Critical,Resolved,Password reset required,47.07,Applications
506,863,540,2024-11-02,Security,High,Open,Unable to access internal dashboard,33.22,Data Team
507,676,594,2025-06-03,Security,Critical,In Progress,Software license activation problem,45.64,IT Support
508,430,553,2024-03-18,Access,Medium,Resolved,VPN connection fails intermittently,51.93,Security
509,176,820,2024-04-22,VPN,Medium,In Progress,Unable to access internal dashboard,40.36,Data Team
510,861,18,2024-05-16,Network,High,Escalated,Unable to access internal dashboard,45.95,Infrastructure
511,200,689,2025-03-07,Account,Medium,In Progress,Email not syncing to mobile device,57.92,Security
512,667,189,2025-10-07,Account,Medium,Resolved,Software license activation problem,64.85,IT Support
513,12,754,2024-07-01,Account,High,Closed,Password reset required,21.83,Networking
514,221,418,2025-01-17,Database,Low,Open,Password reset required,68.91,Security
515,255,10,2025-01-07,Software,Medium,Pending,Help desk request for new account provisioning,32.77,Networking
516,256,625,2024-03-01,Printer,High,Escalated,Unable to access internal dashboard,9.93,Applications
517,385,326,2024-09-05,Software,High,Closed,Database timeout during report run,3.51,Applications
518,716,783,2024-08-15,Printer,Medium,Open,Shared drive permission issue,58.78,Applications
519,965,286,2026-03-08,Access,Critical,Escalated,Database timeout during report run,60.59,Data Team
520,151,122,2025-07-13,Security,High,Resolved,Software license activation problem,71.86,Infrastructure
521,379,284,2025-06-14,Printer,Medium,In Progress,Password reset required,17.00,IT Support
522,413,827,2025-01-25,VPN,High,Resolved,Shared drive permission issue,29.65,Data Team
523,133,382,2024-03-16,Database,Medium,Escalated,Password reset required,10.14,IT Support
524,191,620,2024-09-19,Email,Medium,In Progress,Printer not reachable on floor network,40.80,Infrastructure
525,394,427,2024-01-12,Printer,Low,Escalated,Help desk request for new account provisioning,42.21,Infrastructure
526,914,354,2024-07-12,Printer,High,Resolved,Help desk request for new account provisioning,47.50,Infrastructure
527,937,755,2025-08-25,Database,High,Closed,Shared drive permission issue,18.23,Applications
528,567,753,2026-02-08,VPN,High,Escalated,Shared drive permission issue,37.31,Networking
529,462,626,2025-05-22,Software,Medium,Escalated,Unable to access internal dashboard,22.03,Infrastructure
530,538,177,2024-09-17,Access,Medium,Pending,Help desk request for new account provisioning,58.64,IT Support
531,205,618,2024-12-01,Email,High,Resolved,VPN connection fails intermittently,11.57,Infrastructure
532,11,31,2025-02-16,Access,High,Pending,Database timeout during report run,4.05,Networking
533,478,953,2025-12-16,Printer,Low,Resolved,VPN connection fails intermittently,68.90,Applications
534,668,678,2026-01-28,Network,High,Pending,Help desk request for new account provisioning,5.56,Applications
535,18,210,2024-05-01,Email,High,Escalated,Email not syncing to mobile device,11.39,Networking
536,482,136,2025-07-10,Access,Medium,Resolved,Printer not reachable on floor network,46.58,Networking
537,305,164,2025-01-27,Software,Medium,Open,Email not syncing to mobile device,44.91,Networking
538,155,57,2025-10-26,Email,Low,Pending,Laptop performance issue,2.72,Security
539,439,624,2025-03-12,Hardware,High,Pending,Shared drive permission issue,65.26,Security
540,938,961,2024-05-08,Database,Critical,Resolved,Unable to access internal dashboard,46.91,Applications
541,547,135,2025-02-15,Access,Low,Closed,Email not syncing to mobile device,18.09,IT Support
542,631,419,2025-04-04,Printer,Low,Resolved,Printer not reachable on floor network,41.39,Security
543,776,783,2024-06-05,Account,High,Open,Database timeout during report run,18.23,Applications
544,264,124,2025-05-17,Software,Medium,Open,Laptop performance issue,34.97,Data Team
545,871,415,2024-11-19,Hardware,Low,Escalated,Software license activation problem,35.95,Networking
546,76,509,2024-06-22,Security,Low,Escalated,VPN connection fails intermittently,54.67,Networking
547,990,47,2024-07-02,Software,High,Resolved,Help desk request for new account provisioning,43.23,IT Support
548,204,529,2025-08-27,VPN,Low,Escalated,Unable to access internal dashboard,14.08,Networking
549,830,301,2024-07-07,Account,Medium,Escalated,Database timeout during report run,39.82,IT Support
550,278,506,2026-03-09,Printer,Low,Closed,Shared drive permission issue,30.24,Infrastructure
551,231,323,2026-03-04,Hardware,Critical,Open,Software license activation problem,30.07,IT Support
552,776,623,2026-03-07,Hardware,High,Closed,Unable to access internal dashboard,70.39,Networking
553,874,800,2025-07-24,Security,Low,Closed,Laptop performance issue,69.21,Infrastructure
554,608,356,2025-07-05,Hardware,Medium,Escalated,Laptop performance issue,69.97,IT Support
555,834,76,2025-09-11,Email,High,Resolved,Unable to access internal dashboard,25.12,Data Team
556,81,747,2026-01-29,Hardware,Medium,Escalated,Database timeout during report run,19.89,Data Team
557,686,375,2025-02-05,Network,High,Open,Printer not reachable on floor network,3.85,Security
558,485,3,2026-04-20,Access,Medium,Resolved,Laptop performance issue,64.30,IT Support
559,319,327,2026-01-04,Account,Low,Pending,Unable to access internal dashboard,71.60,Infrastructure
560,946,808,2025-09-10,Email,Low,Open,Shared drive permission issue,2.23,Infrastructure
561,392,404,2025-08-25,Software,High,Closed,Unable to access internal dashboard,17.56,Applications
562,558,568,2026-04-20,Printer,High,Pending,Unable to access internal dashboard,47.70,Data Team
563,13,156,2025-07-07,Printer,Medium,Resolved,Email not syncing to mobile device,6.97,Security
564,709,448,2024-10-16,Database,Medium,In Progress,Laptop performance issue,24.99,Security
565,205,57,2024-05-15,Network,High,Escalated,Database timeout during report run,19.35,IT Support
566,930,520,2025-05-30,Access,High,Escalated,Software license activation problem,3.54,Networking
567,572,495,2025-09-11,Access,Medium,Open,VPN connection fails intermittently,43.36,Data Team
568,554,860,2024-04-04,Account,High,Open,VPN connection fails intermittently,14.78,Infrastructure
569,400,388,2026-04-10,Hardware,Low,Resolved,Database timeout during report run,40.08,Data Team
570,352,167,2024-02-18,Printer,Medium,Closed,VPN connection fails intermittently,8.47,Networking
571,34,303,2025-02-16,VPN,High,Closed,Password reset required,10.99,Applications
572,616,927,2024-08-19,VPN,High,Escalated,Software license activation problem,68.57,Applications
573,286,304,2025-12-29,VPN,High,Open,Shared drive permission issue,49.04,Networking
574,141,941,2026-03-02,Network,Low,Open,Database timeout during report run,28.41,IT Support
575,633,587,2026-04-22,Security,High,Resolved,Database timeout during report run,30.62,Security
576,397,418,2026-04-03,Software,High,In Progress,Laptop performance issue,23.86,Data Team
577,945,3,2025-01-19,Security,Medium,Open,Password reset required,54.06,IT Support
578,548,309,2026-01-27,Access,Low,Escalated,Shared drive permission issue,65.37,IT Support
579,929,398,2024-08-09,Email,Medium,Pending,Unable to access internal dashboard,28.63,IT Support
580,406,245,2025-02-09,Printer,High,Pending,Unable to access internal dashboard,9.74,Data Team
581,90,663,2025-10-18,Printer,Medium,Open,Help desk request for new account provisioning,39.47,IT Support
582,881,222,2024-01-12,Database,Low,Open,Password reset required,4.70,Networking
583,655,30,2024-08-30,Software,Medium,Open,Help desk request for new account provisioning,19.25,Infrastructure
584,205,786,2025-12-06,VPN,High,Resolved,Software license activation problem,50.27,Applications
585,879,115,2024-08-24,Database,High,In Progress,Printer not reachable on floor network,3.48,Data Team
586,547,441,2026-01-03,Access,Low,Escalated,Email not syncing to mobile device,66.08,Security
587,678,330,2024-10-29,Account,High,Closed,Help desk request for new account provisioning,68.56,IT Support
588,293,766,2024-11-22,Email,Critical,Pending,Database timeout during report run,66.69,Infrastructure
589,93,128,2025-06-10,Email,Low,Resolved,VPN connection fails intermittently,51.86,Data Team
590,357,645,2025-02-02,Security,Medium,Pending,Database timeout during report run,54.99,Security
591,161,888,2025-02-19,Software,Medium,Closed,Email not syncing to mobile device,11.18,Security
592,507,54,2025-09-23,Security,High,Escalated,Unable to access internal dashboard,17.28,Security
593,831,431,2024-04-15,Software,Medium,Escalated,Unable to access internal dashboard,32.51,Applications
594,885,656,2025-04-04,Software,High,Escalated,Unable to access internal dashboard,9.87,Applications
595,65,375,2026-03-29,Email,Medium,Open,Email not syncing to mobile device,68.77,Networking
596,70,452,2024-01-05,Network,High,Closed,VPN connection fails intermittently,30.76,IT Support
597,434,56,2024-11-19,Security,Medium,Resolved,Unable to access internal dashboard,27.20,Infrastructure
598,310,77,2024-09-18,Network,Medium,Pending,Database timeout during report run,32.13,Applications
599,727,385,2024-02-27,Account,High,Pending,Laptop performance issue,7.44,Applications
600,962,940,2025-12-12,VPN,Medium,Pending,Software license activation problem,9.30,Networking
601,777,659,2024-03-22,Email,High,Resolved,Printer not reachable on floor network,31.58,Networking
602,868,736,2024-11-03,Printer,Medium,Escalated,Email not syncing to mobile device,28.27,IT Support
603,241,200,2025-07-21,Security,High,Escalated,Database timeout during report run,45.34,Data Team
604,406,561,2025-04-16,Access,Medium,Escalated,Unable to access internal dashboard,55.70,Infrastructure
605,711,490,2026-02-02,VPN,High,Open,Shared drive permission issue,19.47,IT Support
606,658,103,2026-04-05,Database,Low,Open,Help desk request for new account provisioning,26.23,Security
607,223,195,2024-09-04,Software,High,Resolved,Software license activation problem,15.71,Networking
608,216,580,2024-05-16,Printer,Medium,Open,Password reset required,62.60,Infrastructure
609,246,782,2024-11-25,Software,High,Escalated,Printer not reachable on floor network,44.64,Data Team
610,192,265,2025-10-30,Software,Medium,In Progress,Help desk request for new account provisioning,67.21,Infrastructure
611,739,548,2024-08-17,Security,High,Open,Password reset required,17.54,Infrastructure
612,590,97,2024-01-23,Account,High,Open,VPN connection fails intermittently,30.76,Infrastructure
613,780,818,2024-08-21,Software,Medium,Pending,Password reset required,15.69,Applications
614,676,73,2025-05-21,Database,Medium,In Progress,Help desk request for new account provisioning,1.15,Networking
615,340,840,2025-05-09,Security,High,Pending,Database timeout during report run,49.84,Infrastructure
616,59,937,2025-02-02,VPN,Medium,Resolved,Help desk request for new account provisioning,45.00,Infrastructure
617,983,227,2025-07-18,Hardware,Low,Closed,Printer not reachable on floor network,56.89,Infrastructure
618,690,159,2024-08-06,Software,High,Escalated,Password reset required,65.82,Security
619,479,479,2025-04-05,Network,Medium,Open,Printer not reachable on floor network,63.90,Data Team
620,984,35,2025-12-17,Printer,Medium,Pending,Software license activation problem,2.52,Security
621,213,572,2024-01-04,Security,Low,Escalated,Unable to access internal dashboard,24.46,Applications
622,639,516,2024-06-22,Account,Low,Pending,VPN connection fails intermittently,52.55,IT Support
623,485,811,2025-10-17,Account,High,In Progress,Software license activation problem,19.82,Networking
624,890,445,2025-10-25,VPN,High,Pending,Shared drive permission issue,12.44,Security
625,142,381,2025-03-06,Database,Critical,Escalated,Password reset required,1.49,IT Support
626,724,415,2024-09-07,Network,High,Closed,Email not syncing to mobile device,45.85,Security
627,269,969,2026-03-25,Printer,High,Pending,Help desk request for new account provisioning,32.52,Applications
628,498,662,2025-09-01,Database,Medium,Resolved,Laptop performance issue,70.64,Networking
629,585,696,2026-02-27,VPN,High,Resolved,Database timeout during report run,60.71,Data Team
630,80,264,2026-03-19,Database,Critical,Resolved,Printer not reachable on floor network,2.96,Networking
631,911,323,2025-09-27,Security,Low,Pending,Help desk request for new account provisioning,50.71,Networking
632,147,844,2024-07-31,Printer,High,Escalated,Database timeout during report run,15.98,Infrastructure
633,228,999,2026-02-02,Database,Medium,Escalated,VPN connection fails intermittently,9.85,Infrastructure
634,562,600,2026-01-05,Email,High,Open,VPN connection fails intermittently,24.06,Applications
635,956,348,2025-07-29,Network,Medium,Open,VPN connection fails intermittently,13.55,Security
636,760,716,2025-03-23,Software,Low,In Progress,Help desk request for new account provisioning,70.01,Networking
637,962,510,2024-11-07,Account,Low,Closed,Password reset required,24.88,Networking
638,765,517,2025-04-17,VPN,Low,Resolved,Shared drive permission issue,38.13,Infrastructure
639,462,539,2024-07-28,Email,High,Open,Email not syncing to mobile device,47.49,Applications
640,398,535,2024-03-10,Access,Medium,Open,Laptop performance issue,50.40,Applications
641,658,379,2025-08-12,Printer,Medium,Closed,Help desk request for new account provisioning,43.36,Applications
642,26,772,2025-02-04,Security,Medium,Closed,Software license activation problem,45.08,Data Team
643,816,397,2026-03-04,Network,High,Resolved,Laptop performance issue,69.93,Data Team
644,158,207,2025-03-31,Printer,High,Open,Shared drive permission issue,4.74,Infrastructure
645,86,394,2025-03-03,Printer,Low,Open,Printer not reachable on floor network,23.57,Applications
646,461,701,2026-01-20,Email,Medium,Pending,Email not syncing to mobile device,36.20,Data Team
647,331,336,2025-02-12,Security,High,Pending,VPN connection fails intermittently,71.37,Infrastructure
648,482,442,2024-09-17,Account,Low,Open,Printer not reachable on floor network,37.95,Applications
